BenchmarkInit,       1,14098694684 ns/op,1732661944 B/op,21942546 allocs/op
BenchmarkGeneExpression,     500,   5216162 ns/op,  346279 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003884748 ns/op,  327208 B/op,    1740 allocs/op
BenchmarkStd,     500,   3097387 ns/op,  327987 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3124210 ns/op,  328037 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79380 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964050 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,13980322206 ns/op,1732599224 B/op,21941995 allocs/op
BenchmarkGeneExpression,     500,   5180835 ns/op,  346376 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003233961 ns/op,  326232 B/op,    1738 allocs/op
BenchmarkStd,     500,   3102346 ns/op,  328281 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3105034 ns/op,  328156 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79209 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    962914 ns/op,  285247 B/op,    1564 allocs/op
BenchmarkInit,       1,13871373683 ns/op,1732819816 B/op,21943117 allocs/op
BenchmarkGeneExpression,     500,   5120342 ns/op,  346211 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1006364577 ns/op,  324472 B/op,    1738 allocs/op
BenchmarkStd,     500,   3115675 ns/op,  328213 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3123364 ns/op,  328114 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81021 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965597 ns/op,  285226 B/op,    1564 allocs/op
BenchmarkInit,       1,13914818688 ns/op,1732563272 B/op,21941838 allocs/op
BenchmarkGeneExpression,     500,   5143669 ns/op,  346457 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003972496 ns/op,  327112 B/op,    1739 allocs/op
BenchmarkStd,     500,   3121151 ns/op,  328242 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3102309 ns/op,  328636 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81874 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966749 ns/op,  285256 B/op,    1564 allocs/op
BenchmarkInit,       1,13859615844 ns/op,1732465704 B/op,21941491 allocs/op
BenchmarkGeneExpression,     500,   5198891 ns/op,  345995 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003455058 ns/op,  326696 B/op,    1741 allocs/op
BenchmarkStd,     500,   3140636 ns/op,  328171 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3078568 ns/op,  328031 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80961 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    962333 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,13921198673 ns/op,1732750984 B/op,21942614 allocs/op
BenchmarkGeneExpression,     500,   5081587 ns/op,  346190 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004839267 ns/op,  325992 B/op,    1740 allocs/op
BenchmarkStd,     500,   3106860 ns/op,  328086 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3110573 ns/op,  328373 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83512 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964423 ns/op,  285259 B/op,    1564 allocs/op
BenchmarkInit,       1,13972598689 ns/op,1732778984 B/op,21943111 allocs/op
BenchmarkGeneExpression,     500,   5216472 ns/op,  346531 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002691412 ns/op,  326680 B/op,    1741 allocs/op
BenchmarkStd,     500,   3114630 ns/op,  327906 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3105601 ns/op,  328298 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83018 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966478 ns/op,  285255 B/op,    1564 allocs/op
BenchmarkInit,       1,13786321697 ns/op,1732660392 B/op,21942344 allocs/op
BenchmarkGeneExpression,     500,   5183066 ns/op,  346493 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002971598 ns/op,  328984 B/op,    1740 allocs/op
BenchmarkStd,     500,   3490474 ns/op,  328031 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3446717 ns/op,  328462 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82675 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    969870 ns/op,  285269 B/op,    1564 allocs/op
BenchmarkInit,       1,13859518441 ns/op,1732655848 B/op,21942125 allocs/op
BenchmarkGeneExpression,     500,   5178748 ns/op,  346277 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003898521 ns/op,  326232 B/op,    1736 allocs/op
BenchmarkStd,     500,   3122412 ns/op,  328096 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3113809 ns/op,  328574 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81329 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964750 ns/op,  285246 B/op,    1564 allocs/op
BenchmarkInit,       1,13824102220 ns/op,1732533400 B/op,21941880 allocs/op
BenchmarkGeneExpression,     500,   5129681 ns/op,  346547 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004950819 ns/op,  368392 B/op,    1743 allocs/op
BenchmarkStd,     500,   3112622 ns/op,  327977 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3095256 ns/op,  327880 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80906 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965591 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,13852568285 ns/op,1732597688 B/op,21942050 allocs/op
BenchmarkGeneExpression,     500,   5203380 ns/op,  346406 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004570748 ns/op,  326280 B/op,    1738 allocs/op
BenchmarkStd,     500,   3115011 ns/op,  328053 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3078102 ns/op,  329073 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80418 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964569 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,14053915066 ns/op,1732729512 B/op,21941220 allocs/op
BenchmarkGeneExpression,     500,   5133742 ns/op,  346400 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005496133 ns/op,  326328 B/op,    1737 allocs/op
BenchmarkStd,     500,   3097606 ns/op,  328066 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3097561 ns/op,  327803 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     82291 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    954907 ns/op,  285232 B/op,    1564 allocs/op
BenchmarkInit,       1,13847259683 ns/op,1732616600 B/op,21942425 allocs/op
BenchmarkGeneExpression,     500,   5210706 ns/op,  346347 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003081710 ns/op,  328264 B/op,    1738 allocs/op
BenchmarkStd,     500,   3076036 ns/op,  328230 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3087764 ns/op,  328173 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80402 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    962976 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,13866768407 ns/op,1732604936 B/op,21942253 allocs/op
BenchmarkGeneExpression,     500,   5055624 ns/op,  346136 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004720550 ns/op,  326280 B/op,    1737 allocs/op
BenchmarkStd,     500,   3094971 ns/op,  328110 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3118577 ns/op,  327922 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     80123 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966324 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,13941279128 ns/op,1732658712 B/op,21942076 allocs/op
BenchmarkGeneExpression,     500,   5166603 ns/op,  346132 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003024993 ns/op,  326200 B/op,    1737 allocs/op
BenchmarkStd,     500,   3119287 ns/op,  328096 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3114390 ns/op,  328639 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82297 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    961052 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,13860975244 ns/op,1732395464 B/op,21941294 allocs/op
BenchmarkGeneExpression,     500,   5189515 ns/op,  346309 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002855573 ns/op,  327112 B/op,    1739 allocs/op
BenchmarkStd,     500,   3096843 ns/op,  327825 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3112811 ns/op,  327796 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83497 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    963836 ns/op,  285232 B/op,    1564 allocs/op
BenchmarkInit,       1,13913404310 ns/op,1732702648 B/op,21942702 allocs/op
BenchmarkGeneExpression,     500,   5242345 ns/op,  346060 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003889927 ns/op,  326488 B/op,    1739 allocs/op
BenchmarkStd,     500,   3109233 ns/op,  328291 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3110772 ns/op,  328244 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82821 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965875 ns/op,  285232 B/op,    1564 allocs/op
BenchmarkInit,       1,13989393912 ns/op,1732525144 B/op,21941510 allocs/op
BenchmarkGeneExpression,     500,   5223528 ns/op,  346170 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003695621 ns/op,  326808 B/op,    1736 allocs/op
BenchmarkStd,     500,   3090757 ns/op,  327911 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3090482 ns/op,  328649 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82503 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    970760 ns/op,  285238 B/op,    1564 allocs/op
BenchmarkInit,       1,13881745501 ns/op,1732700488 B/op,21942503 allocs/op
BenchmarkGeneExpression,     500,   5191421 ns/op,  346340 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004845751 ns/op,  325176 B/op,    1739 allocs/op
BenchmarkStd,     500,   3115412 ns/op,  328214 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3119398 ns/op,  328257 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82311 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965347 ns/op,  285251 B/op,    1564 allocs/op
BenchmarkInit,       1,13924346960 ns/op,1732647128 B/op,21941930 allocs/op
BenchmarkGeneExpression,     500,   5114212 ns/op,  346146 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003904767 ns/op,  326232 B/op,    1736 allocs/op
BenchmarkStd,     500,   3108761 ns/op,  328103 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3114914 ns/op,  327920 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     81829 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964412 ns/op,  285229 B/op,    1564 allocs/op
BenchmarkInit,       1,13871105308 ns/op,1732555720 B/op,21941752 allocs/op
BenchmarkGeneExpression,     500,   5284936 ns/op,  346251 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003759201 ns/op,  323400 B/op,    1737 allocs/op
BenchmarkStd,     500,   3094407 ns/op,  328248 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3111793 ns/op,  328119 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83991 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966634 ns/op,  285233 B/op,    1564 allocs/op
BenchmarkInit,       1,13850728402 ns/op,1732506200 B/op,21941595 allocs/op
BenchmarkGeneExpression,     500,   5118305 ns/op,  346190 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003279099 ns/op,  326424 B/op,    1738 allocs/op
BenchmarkStd,     500,   3121909 ns/op,  328014 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3104296 ns/op,  327796 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81442 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    968482 ns/op,  285235 B/op,    1564 allocs/op
BenchmarkInit,       1,13905886987 ns/op,1732561832 B/op,21941629 allocs/op
BenchmarkGeneExpression,     500,   5156063 ns/op,  346093 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005157152 ns/op,  326376 B/op,    1738 allocs/op
BenchmarkStd,     500,   3097352 ns/op,  328273 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3168223 ns/op,  328019 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81854 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964498 ns/op,  285238 B/op,    1564 allocs/op
BenchmarkInit,       1,13880225645 ns/op,1732665800 B/op,21942700 allocs/op
BenchmarkGeneExpression,     500,   5077978 ns/op,  346193 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004320485 ns/op,  369992 B/op,    1742 allocs/op
BenchmarkStd,     500,   3112821 ns/op,  328036 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3111787 ns/op,  328787 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81881 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    967255 ns/op,  285243 B/op,    1564 allocs/op
BenchmarkInit,       1,14294266682 ns/op,1732601496 B/op,21941895 allocs/op
BenchmarkGeneExpression,     500,   4803539 ns/op,  346310 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003619355 ns/op,  324952 B/op,    1739 allocs/op
BenchmarkStd,     500,   3213429 ns/op,  328117 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3210656 ns/op,  327951 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     77249 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    982046 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,13914162969 ns/op,1732544520 B/op,21941980 allocs/op
BenchmarkGeneExpression,     500,   5104158 ns/op,  346233 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004741179 ns/op,  326232 B/op,    1736 allocs/op
BenchmarkStd,     500,   3129512 ns/op,  328072 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3092132 ns/op,  328648 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83696 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    967654 ns/op,  285252 B/op,    1564 allocs/op
BenchmarkInit,       1,13794177727 ns/op,1732706792 B/op,21942855 allocs/op
BenchmarkGeneExpression,     500,   5110019 ns/op,  346405 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005025676 ns/op,  369736 B/op,    1741 allocs/op
BenchmarkStd,     500,   3095207 ns/op,  328280 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3091724 ns/op,  328768 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81853 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966877 ns/op,  285264 B/op,    1564 allocs/op
BenchmarkInit,       1,13905436817 ns/op,1732686648 B/op,21942063 allocs/op
BenchmarkGeneExpression,     500,   5156299 ns/op,  346211 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004043153 ns/op,  327976 B/op,    1735 allocs/op
BenchmarkStd,     500,   3102662 ns/op,  328253 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3110183 ns/op,  328105 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     84161 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    959126 ns/op,  285238 B/op,    1564 allocs/op
BenchmarkInit,       1,13882283395 ns/op,1732844392 B/op,21942275 allocs/op
BenchmarkGeneExpression,     500,   5135119 ns/op,  346175 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004799253 ns/op,  326216 B/op,    1737 allocs/op
BenchmarkStd,     500,   3119110 ns/op,  328128 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3120022 ns/op,  328689 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80765 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    958871 ns/op,  285243 B/op,    1564 allocs/op
BenchmarkInit,       1,13777187162 ns/op,1732683416 B/op,21942868 allocs/op
BenchmarkGeneExpression,     500,   5183711 ns/op,  346350 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003697588 ns/op,  326328 B/op,    1737 allocs/op
BenchmarkStd,     500,   3109116 ns/op,  328091 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3109272 ns/op,  327912 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81466 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    968326 ns/op,  285235 B/op,    1564 allocs/op
BenchmarkInit,       1,13864009483 ns/op,1732699224 B/op,21942370 allocs/op
BenchmarkGeneExpression,     500,   5168862 ns/op,  346396 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003780153 ns/op,  325064 B/op,    1738 allocs/op
BenchmarkStd,     500,   3113218 ns/op,  328103 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3079211 ns/op,  328193 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80571 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966623 ns/op,  285248 B/op,    1564 allocs/op
BenchmarkInit,       1,13875211939 ns/op,1732670344 B/op,21940675 allocs/op
BenchmarkGeneExpression,     500,   5209922 ns/op,  346539 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004171033 ns/op,  370088 B/op,    1743 allocs/op
BenchmarkStd,     500,   3129592 ns/op,  328426 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3117515 ns/op,  328527 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80106 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    946941 ns/op,  285314 B/op,    1565 allocs/op
BenchmarkInit,       1,14186247266 ns/op,1732428248 B/op,21941381 allocs/op
BenchmarkGeneExpression,     500,   5117537 ns/op,  346038 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004913065 ns/op,  324504 B/op,    1739 allocs/op
BenchmarkStd,     500,   3106621 ns/op,  328142 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3108244 ns/op,  328041 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81103 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965138 ns/op,  285238 B/op,    1564 allocs/op
BenchmarkInit,       1,13866530441 ns/op,1732726136 B/op,21942891 allocs/op
BenchmarkGeneExpression,     500,   5166490 ns/op,  346264 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002851219 ns/op,  326488 B/op,    1739 allocs/op
BenchmarkStd,     500,   3092741 ns/op,  328007 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3094229 ns/op,  328503 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80201 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    968882 ns/op,  285245 B/op,    1564 allocs/op
BenchmarkInit,       1,13960073622 ns/op,1732650760 B/op,21941154 allocs/op
BenchmarkGeneExpression,     500,   5058092 ns/op,  346411 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003492007 ns/op,  367656 B/op,    1742 allocs/op
BenchmarkStd,     500,   3072244 ns/op,  328167 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3104296 ns/op,  328039 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80592 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    951121 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,13878558782 ns/op,1732569608 B/op,21942150 allocs/op
BenchmarkGeneExpression,     500,   5099829 ns/op,  346157 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003681202 ns/op,  326280 B/op,    1737 allocs/op
BenchmarkStd,     500,   3124457 ns/op,  328014 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3095016 ns/op,  327940 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83383 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    971383 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,13843518557 ns/op,1732790952 B/op,21942977 allocs/op
BenchmarkGeneExpression,     500,   5138159 ns/op,  346240 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004829932 ns/op,  326200 B/op,    1736 allocs/op
BenchmarkStd,     500,   3114353 ns/op,  327982 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3112601 ns/op,  328660 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79293 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    970972 ns/op,  285256 B/op,    1564 allocs/op
BenchmarkInit,       1,13945135906 ns/op,1732627480 B/op,21942537 allocs/op
BenchmarkGeneExpression,     500,   5194411 ns/op,  346534 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005024969 ns/op,  324120 B/op,    1734 allocs/op
BenchmarkStd,     500,   3077153 ns/op,  327923 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3105755 ns/op,  327821 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80147 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964819 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,13800479451 ns/op,1732704072 B/op,21942597 allocs/op
BenchmarkGeneExpression,     500,   5179378 ns/op,  346250 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1006477785 ns/op,  371800 B/op,    1742 allocs/op
BenchmarkStd,     500,   3075838 ns/op,  327994 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3083682 ns/op,  327819 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81921 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    962942 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,13892718267 ns/op,1732801080 B/op,21941839 allocs/op
BenchmarkGeneExpression,     500,   5093350 ns/op,  346503 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003749370 ns/op,  326120 B/op,    1735 allocs/op
BenchmarkStd,     500,   3120877 ns/op,  327991 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3109399 ns/op,  327805 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     82342 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    953062 ns/op,  285230 B/op,    1564 allocs/op
BenchmarkInit,       1,13836810135 ns/op,1732653016 B/op,21942592 allocs/op
BenchmarkGeneExpression,     500,   5244511 ns/op,  346204 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005031964 ns/op,  371656 B/op,    1741 allocs/op
BenchmarkStd,     500,   3111646 ns/op,  328383 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3096341 ns/op,  328251 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     84270 ns/op,    7935 B/op,      87 allocs/op
