BenchmarkBackground,    2000,    961154 ns/op,  285240 B/op,    1564 allocs/op
BenchmarkInit,       1,13802715710 ns/op,1732594888 B/op,21942244 allocs/op
BenchmarkGeneExpression,     500,   5247582 ns/op,  346255 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004857384 ns/op,  328072 B/op,    1737 allocs/op
BenchmarkStd,     500,   3132552 ns/op,  328196 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3110819 ns/op,  328555 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     84006 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    969213 ns/op,  285259 B/op,    1564 allocs/op
BenchmarkInit,       1,13939582126 ns/op,1732560536 B/op,21941731 allocs/op
BenchmarkGeneExpression,     500,   5205847 ns/op,  346388 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005562158 ns/op,  328216 B/op,    1738 allocs/op
BenchmarkStd,     500,   3127634 ns/op,  328308 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3097679 ns/op,  328417 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80800 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964096 ns/op,  285249 B/op,    1564 allocs/op
BenchmarkInit,       1,13916841122 ns/op,1732783336 B/op,21943362 allocs/op
BenchmarkGeneExpression,     500,   5207936 ns/op,  346244 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004941352 ns/op,  326248 B/op,    1736 allocs/op
BenchmarkStd,     500,   3133192 ns/op,  328271 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3111866 ns/op,  328082 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     84389 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    971505 ns/op,  285227 B/op,    1564 allocs/op
BenchmarkInit,       1,13880488579 ns/op,1733005400 B/op,21942983 allocs/op
BenchmarkGeneExpression,     500,   5128171 ns/op,  346210 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004704731 ns/op,  326408 B/op,    1737 allocs/op
BenchmarkStd,     500,   3106378 ns/op,  328113 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3113799 ns/op,  327899 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80095 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    956054 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,14005508229 ns/op,1732762504 B/op,21943014 allocs/op
BenchmarkGeneExpression,     500,   5165391 ns/op,  346590 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003106744 ns/op,  325192 B/op,    1739 allocs/op
BenchmarkStd,     500,   3116568 ns/op,  328224 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3093457 ns/op,  328572 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82836 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    963618 ns/op,  285251 B/op,    1564 allocs/op
BenchmarkInit,       1,13935364000 ns/op,1732512776 B/op,21941367 allocs/op
BenchmarkGeneExpression,     500,   5183566 ns/op,  346318 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004833770 ns/op,  326440 B/op,    1738 allocs/op
BenchmarkStd,     500,   3102011 ns/op,  328181 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3099647 ns/op,  328686 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80225 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966433 ns/op,  285255 B/op,    1564 allocs/op
BenchmarkInit,       1,13868771874 ns/op,1732839640 B/op,21941491 allocs/op
BenchmarkGeneExpression,     500,   5192113 ns/op,  346261 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004827042 ns/op,  326200 B/op,    1737 allocs/op
BenchmarkStd,     500,   3107650 ns/op,  328477 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3086120 ns/op,  329005 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79787 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    944289 ns/op,  285226 B/op,    1564 allocs/op
BenchmarkInit,       1,13806311701 ns/op,1732623128 B/op,21942493 allocs/op
BenchmarkGeneExpression,     500,   5175877 ns/op,  346303 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003777576 ns/op,  326168 B/op,    1737 allocs/op
BenchmarkStd,     500,   3402643 ns/op,  328263 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3357013 ns/op,  328142 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81383 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    971102 ns/op,  285233 B/op,    1564 allocs/op
BenchmarkInit,       1,13928381565 ns/op,1732634792 B/op,21940947 allocs/op
BenchmarkGeneExpression,     500,   5225319 ns/op,  346475 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003296212 ns/op,  369944 B/op,    1741 allocs/op
BenchmarkStd,     500,   3054298 ns/op,  328157 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3117408 ns/op,  328125 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80886 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    952207 ns/op,  285248 B/op,    1564 allocs/op
BenchmarkInit,       1,13853345097 ns/op,1732558760 B/op,21941555 allocs/op
BenchmarkGeneExpression,     500,   5242715 ns/op,  346475 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004593324 ns/op,  323848 B/op,    1736 allocs/op
BenchmarkStd,     500,   3089522 ns/op,  328195 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3099277 ns/op,  328826 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83915 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    985704 ns/op,  285248 B/op,    1564 allocs/op
BenchmarkInit,       1,13923312431 ns/op,1732744456 B/op,21941557 allocs/op
BenchmarkGeneExpression,     500,   5209098 ns/op,  346077 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003422460 ns/op,  323384 B/op,    1737 allocs/op
BenchmarkStd,     500,   3121235 ns/op,  327994 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3099093 ns/op,  327870 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     81287 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    954827 ns/op,  285229 B/op,    1564 allocs/op
BenchmarkInit,       1,13899925797 ns/op,1732667688 B/op,21942311 allocs/op
BenchmarkGeneExpression,     500,   5120149 ns/op,  346346 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004936998 ns/op,  326472 B/op,    1739 allocs/op
BenchmarkStd,     500,   3131849 ns/op,  328100 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3103089 ns/op,  327967 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     84336 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965574 ns/op,  285230 B/op,    1564 allocs/op
BenchmarkInit,       1,13837700630 ns/op,1732801736 B/op,21941962 allocs/op
BenchmarkGeneExpression,     500,   5153276 ns/op,  346288 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003010573 ns/op,  326360 B/op,    1737 allocs/op
BenchmarkStd,     500,   3127924 ns/op,  328387 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3101507 ns/op,  328145 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80658 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    954044 ns/op,  285244 B/op,    1564 allocs/op
BenchmarkInit,       1,13696966593 ns/op,1732692248 B/op,21942264 allocs/op
BenchmarkGeneExpression,     500,   5142732 ns/op,  346238 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004872696 ns/op,  326168 B/op,    1735 allocs/op
BenchmarkStd,     500,   3087996 ns/op,  328670 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3106410 ns/op,  327835 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80636 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964465 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,13875734227 ns/op,1732723992 B/op,21942575 allocs/op
BenchmarkGeneExpression,     500,   5232220 ns/op,  346234 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003771968 ns/op,  324168 B/op,    1737 allocs/op
BenchmarkStd,     500,   3103810 ns/op,  328132 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3082926 ns/op,  328378 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80495 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966169 ns/op,  285247 B/op,    1564 allocs/op
BenchmarkInit,       1,13913778449 ns/op,1732725464 B/op,21942571 allocs/op
BenchmarkGeneExpression,     500,   5122947 ns/op,  346375 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004516726 ns/op,  369832 B/op,    1740 allocs/op
BenchmarkStd,     500,   3094809 ns/op,  328103 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3085410 ns/op,  327878 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80054 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965340 ns/op,  285244 B/op,    1564 allocs/op
BenchmarkInit,       1,13862680700 ns/op,1732536872 B/op,21941322 allocs/op
BenchmarkGeneExpression,     500,   5206484 ns/op,  346495 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003020016 ns/op,  326264 B/op,    1736 allocs/op
BenchmarkStd,     500,   3121895 ns/op,  328053 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3115278 ns/op,  328722 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80082 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    958076 ns/op,  285239 B/op,    1564 allocs/op
BenchmarkInit,       1,13901273371 ns/op,1732738216 B/op,21942815 allocs/op
BenchmarkGeneExpression,     500,   5086118 ns/op,  346212 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004387404 ns/op,  369704 B/op,    1740 allocs/op
BenchmarkStd,     500,   3107302 ns/op,  328131 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3120329 ns/op,  328498 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80187 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    966290 ns/op,  285267 B/op,    1564 allocs/op
BenchmarkInit,       1,13904765141 ns/op,1732789784 B/op,21941815 allocs/op
BenchmarkGeneExpression,     500,   5121184 ns/op,  346118 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004145244 ns/op,  325768 B/op,    1738 allocs/op
BenchmarkStd,     500,   3081476 ns/op,  328057 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3090131 ns/op,  328857 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80354 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    950058 ns/op,  285245 B/op,    1564 allocs/op
BenchmarkInit,       1,13985921540 ns/op,1732823640 B/op,21941859 allocs/op
BenchmarkGeneExpression,     500,   5097615 ns/op,  346426 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003584685 ns/op,  328104 B/op,    1736 allocs/op
BenchmarkStd,     500,   3116890 ns/op,  328218 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3131158 ns/op,  328007 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     81943 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    956674 ns/op,  285226 B/op,    1564 allocs/op
BenchmarkInit,       1,13890328109 ns/op,1732668520 B/op,21942728 allocs/op
BenchmarkGeneExpression,     500,   5138610 ns/op,  346439 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1002828765 ns/op,  326472 B/op,    1738 allocs/op
BenchmarkStd,     500,   3105737 ns/op,  328184 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3125851 ns/op,  328793 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82335 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964964 ns/op,  285250 B/op,    1564 allocs/op
BenchmarkInit,       1,13832359827 ns/op,1732624264 B/op,21942434 allocs/op
BenchmarkGeneExpression,     500,   5083391 ns/op,  346270 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004896277 ns/op,  326392 B/op,    1738 allocs/op
BenchmarkStd,     500,   3087269 ns/op,  328116 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3079184 ns/op,  328010 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     76985 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    960086 ns/op,  285231 B/op,    1564 allocs/op
BenchmarkInit,       1,13863765640 ns/op,1732559000 B/op,21941792 allocs/op
BenchmarkGeneExpression,     500,   5172527 ns/op,  346084 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005897620 ns/op,  328344 B/op,    1739 allocs/op
BenchmarkStd,     500,   3092621 ns/op,  328291 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3102732 ns/op,  328139 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82602 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    963818 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,13872035245 ns/op,1732519960 B/op,21941592 allocs/op
BenchmarkGeneExpression,     500,   5110728 ns/op,  346249 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004910748 ns/op,  325304 B/op,    1738 allocs/op
BenchmarkStd,     500,   3113954 ns/op,  328080 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3090119 ns/op,  328022 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     82663 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    961999 ns/op,  285235 B/op,    1564 allocs/op
BenchmarkInit,       1,13777203691 ns/op,1732670872 B/op,21942657 allocs/op
BenchmarkGeneExpression,     500,   5122253 ns/op,  346448 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003021383 ns/op,  326328 B/op,    1737 allocs/op
BenchmarkStd,     500,   3112444 ns/op,  328234 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3134647 ns/op,  328630 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81078 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    968572 ns/op,  285257 B/op,    1564 allocs/op
BenchmarkInit,       1,13851940456 ns/op,1732407944 B/op,21941286 allocs/op
BenchmarkGeneExpression,     500,   5133471 ns/op,  346368 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004874203 ns/op,  328536 B/op,    1740 allocs/op
BenchmarkStd,     500,   3401889 ns/op,  328092 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3322054 ns/op,  329074 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     86662 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    968040 ns/op,  285245 B/op,    1564 allocs/op
BenchmarkInit,       1,13850644709 ns/op,1732711720 B/op,21942261 allocs/op
BenchmarkGeneExpression,     500,   5331239 ns/op,  346293 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005011259 ns/op,  327032 B/op,    1738 allocs/op
BenchmarkStd,     500,   3098585 ns/op,  328051 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3087598 ns/op,  327933 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79375 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    961845 ns/op,  285227 B/op,    1564 allocs/op
BenchmarkInit,       1,13835121428 ns/op,1732752280 B/op,21942611 allocs/op
BenchmarkGeneExpression,     500,   5123724 ns/op,  346297 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004732755 ns/op,  326088 B/op,    1738 allocs/op
BenchmarkStd,     500,   3087916 ns/op,  327972 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3122297 ns/op,  327850 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81608 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965319 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,13976159132 ns/op,1732693864 B/op,21942595 allocs/op
BenchmarkGeneExpression,     500,   5251538 ns/op,  346170 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003978295 ns/op,  326488 B/op,    1739 allocs/op
BenchmarkStd,     500,   3121434 ns/op,  328184 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3090453 ns/op,  328001 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81430 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    962796 ns/op,  285235 B/op,    1564 allocs/op
BenchmarkInit,       1,13927904676 ns/op,1732438968 B/op,21941199 allocs/op
BenchmarkGeneExpression,     500,   5200790 ns/op,  346262 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005021262 ns/op,  330296 B/op,    1742 allocs/op
BenchmarkStd,     500,   3093954 ns/op,  328121 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3119785 ns/op,  328537 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82119 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965205 ns/op,  285258 B/op,    1564 allocs/op
BenchmarkInit,       1,13846508692 ns/op,1732672008 B/op,21942894 allocs/op
BenchmarkGeneExpression,     500,   5139855 ns/op,  346375 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003658250 ns/op,  326328 B/op,    1737 allocs/op
BenchmarkStd,     500,   3108372 ns/op,  328088 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3094823 ns/op,  328756 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83462 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965851 ns/op,  285257 B/op,    1564 allocs/op
BenchmarkInit,       1,13951848310 ns/op,1732592056 B/op,21940556 allocs/op
BenchmarkGeneExpression,     500,   5094317 ns/op,  346340 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004744071 ns/op,  324216 B/op,    1736 allocs/op
BenchmarkStd,     500,   3095033 ns/op,  328094 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3095001 ns/op,  327895 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     81331 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    952284 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,13860568664 ns/op,1732554440 B/op,21942023 allocs/op
BenchmarkGeneExpression,     500,   5128905 ns/op,  345958 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004823780 ns/op,  326408 B/op,    1738 allocs/op
BenchmarkStd,     500,   3095698 ns/op,  328332 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3094422 ns/op,  328759 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80773 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    964575 ns/op,  285253 B/op,    1564 allocs/op
BenchmarkInit,       1,13806843564 ns/op,1732601784 B/op,21941956 allocs/op
BenchmarkGeneExpression,     500,   5211624 ns/op,  346490 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004398764 ns/op,  324568 B/op,    1740 allocs/op
BenchmarkStd,     500,   3126466 ns/op,  328040 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3132683 ns/op,  328421 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80392 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965929 ns/op,  285253 B/op,    1564 allocs/op
BenchmarkInit,       1,13904590798 ns/op,1732656840 B/op,21942398 allocs/op
BenchmarkGeneExpression,     500,   5215663 ns/op,  346207 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004216030 ns/op,  326408 B/op,    1738 allocs/op
BenchmarkStd,     500,   3118204 ns/op,  328102 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3110370 ns/op,  327781 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83089 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    971486 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,13821635834 ns/op,1732657320 B/op,21942648 allocs/op
BenchmarkGeneExpression,     500,   5125615 ns/op,  346053 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004768008 ns/op,  370408 B/op,    1740 allocs/op
BenchmarkStd,     500,   3113845 ns/op,  327981 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3132835 ns/op,  328456 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82892 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    974556 ns/op,  285249 B/op,    1564 allocs/op
BenchmarkInit,       1,13941199790 ns/op,1732797800 B/op,21941041 allocs/op
BenchmarkGeneExpression,     500,   5184059 ns/op,  346311 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1005633847 ns/op,  328184 B/op,    1737 allocs/op
BenchmarkStd,     500,   3105238 ns/op,  328655 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3101703 ns/op,  328067 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     80474 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    944560 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,13809237479 ns/op,1732772216 B/op,21942519 allocs/op
BenchmarkGeneExpression,     500,   5137918 ns/op,  346081 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004017951 ns/op,  326984 B/op,    1738 allocs/op
BenchmarkStd,     500,   3122550 ns/op,  328045 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3110478 ns/op,  328636 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80666 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    959689 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,13875265386 ns/op,1732698088 B/op,21941005 allocs/op
BenchmarkGeneExpression,     500,   5145706 ns/op,  346289 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004777324 ns/op,  326104 B/op,    1736 allocs/op
BenchmarkStd,     500,   3101747 ns/op,  328172 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3107735 ns/op,  327846 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79534 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    945100 ns/op,  285231 B/op,    1564 allocs/op
BenchmarkInit,       1,13819788605 ns/op,1732726104 B/op,21942857 allocs/op
BenchmarkGeneExpression,     500,   5098034 ns/op,  346643 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004890975 ns/op,  326072 B/op,    1736 allocs/op
BenchmarkStd,     500,   3125231 ns/op,  328184 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3093913 ns/op,  328059 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     80385 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965565 ns/op,  285240 B/op,    1564 allocs/op
BenchmarkInit,       1,13931380951 ns/op,1732784648 B/op,21942460 allocs/op
BenchmarkGeneExpression,     500,   5202903 ns/op,  346191 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004867957 ns/op,  327464 B/op,    1738 allocs/op
BenchmarkStd,     500,   3103770 ns/op,  328222 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3103958 ns/op,  327972 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     82346 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    961254 ns/op,  285226 B/op,    1564 allocs/op
BenchmarkInit,       1,13890658325 ns/op,1732613272 B/op,21942010 allocs/op
BenchmarkGeneExpression,     500,   5044915 ns/op,  346168 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1006386065 ns/op,  325384 B/op,    1737 allocs/op
BenchmarkStd,     500,   3095837 ns/op,  328088 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3072527 ns/op,  328132 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82001 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    963636 ns/op,  285273 B/op,    1564 allocs/op
BenchmarkInit,       1,13792431552 ns/op,1732545480 B/op,21941603 allocs/op
BenchmarkGeneExpression,     500,   5126213 ns/op,  346344 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003178686 ns/op,  367816 B/op,    1744 allocs/op
BenchmarkStd,     500,   3488848 ns/op,  327913 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3324814 ns/op,  327740 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     83086 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    962756 ns/op,  285224 B/op,    1564 allocs/op
BenchmarkInit,       1,13921609235 ns/op,1732589720 B/op,21942345 allocs/op
BenchmarkGeneExpression,     500,   5130507 ns/op,  346142 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003591633 ns/op,  327000 B/op,    1738 allocs/op
BenchmarkStd,     500,   3111817 ns/op,  328093 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3101711 ns/op,  328094 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     82428 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    965932 ns/op,  285250 B/op,    1564 allocs/op
BenchmarkInit,       1,13903269923 ns/op,1732760488 B/op,21942867 allocs/op
BenchmarkGeneExpression,     500,   5231003 ns/op,  346075 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003054065 ns/op,  328264 B/op,    1738 allocs/op
BenchmarkStd,     500,   3085879 ns/op,  328280 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3076521 ns/op,  328835 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81922 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    963301 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,13900802312 ns/op,1732777608 B/op,21941802 allocs/op
BenchmarkGeneExpression,     500,   5087539 ns/op,  346199 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1004861609 ns/op,  325544 B/op,    1739 allocs/op
BenchmarkStd,     500,   3122997 ns/op,  327969 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3088651 ns/op,  327803 B/op,    1722 allocs/op
BenchmarkSetScale,   20000,     82398 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    950268 ns/op,  285225 B/op,    1564 allocs/op
BenchmarkInit,       1,13789460187 ns/op,1732701048 B/op,21942643 allocs/op
BenchmarkGeneExpression,     500,   5180174 ns/op,  346299 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003880394 ns/op,  326376 B/op,    1737 allocs/op
BenchmarkStd,     500,   3104661 ns/op,  327998 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3105376 ns/op,  327837 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     81536 ns/op,    7935 B/op,      87 allocs/op
BenchmarkBackground,    2000,    974190 ns/op,  285229 B/op,    1564 allocs/op
BenchmarkInit,       1,13805232573 ns/op,1732615384 B/op,21942025 allocs/op
BenchmarkGeneExpression,     500,   5104246 ns/op,  346157 B/op,    1690 allocs/op
BenchmarkAverageDiff,       1,1003882239 ns/op,  324488 B/op,    1738 allocs/op
BenchmarkStd,     500,   3115761 ns/op,  327901 B/op,    1720 allocs/op
BenchmarkVariance,     500,   3106542 ns/op,  327779 B/op,    1723 allocs/op
