"Index","Probe_Id","Symbol"
"3428","ILMN_1669044","FAM69B"
"3429","ILMN_1821855",""
"3430","ILMN_1836616",""
"3431","ILMN_1852387",""
"3432","ILMN_1847984",""
"3433","ILMN_1913016",""
"3434","ILMN_1668514","PIP5K1C"
"3435","ILMN_1751904","EDNRB"
"3436","ILMN_1675100","EDNRB"
"3437","ILMN_1790045","LOC644327"
"3438","ILMN_2256765","CDC16"
"3439","ILMN_2339796","CDC16"
"3440","ILMN_1843403",""
"3441","ILMN_1798657","TBL1XR1"
"3442","ILMN_2163540","TTTY11"
"3443","ILMN_2163538","TTTY11"
"3444","ILMN_1722830","MAGEA1"
"3445","ILMN_2183692","PHYHD1"
"3446","ILMN_1733985","SIRT3"
"3447","ILMN_1745409","LOC340529"
"3448","ILMN_1698007","LOC651872"
"3449","ILMN_1911030",""
"3450","ILMN_1885158",""
"3451","ILMN_1706304","EIF2C4"
"3452","ILMN_1779706","TP53BP2"
"3453","ILMN_1669635","NUP85"
"3454","ILMN_1679113","LOC644468"
"3455","ILMN_1861972",""
"3456","ILMN_1796154","SLC26A5"
"3457","ILMN_2192316","TOP1"
"3458","ILMN_1912936",""
"3459","ILMN_2314007","TCF12"
"3460","ILMN_1737364","RAB37"
"3461","ILMN_2255579","RAB37"
"3462","ILMN_1896524",""
"3463","ILMN_1850744",""
"3464","ILMN_1676128","DNMT3A"
"3465","ILMN_1672034","PIM3"
"3466","ILMN_1707748","PIM3"
"3467","ILMN_1865870",""
"3468","ILMN_1909686",""
"3469","ILMN_1723123","FGFR3"
"3470","ILMN_1731619","DAD1"
"3471","ILMN_2151817","PFN1"
"3472","ILMN_1712950","PFN1"
"3473","ILMN_1732555","B4GALT6"
"3474","ILMN_1746164","SCD5"
"3475","ILMN_1807331","BLID"
"3476","ILMN_1883666",""
"3477","ILMN_1816605",""
"3478","ILMN_2248192","PML"
"3479","ILMN_1655906","FBXW7"
"3480","ILMN_1684865","GPR22"
"3481","ILMN_1830005",""
"3482","ILMN_1715401","MT1G"
"3483","ILMN_1657886","LOC644993"
"3484","ILMN_1754186","LOC643738"
"3485","ILMN_1680777","MAP2K3"
"3486","ILMN_2382679","REG3A"
"3487","ILMN_1680399","KIAA1026"
"3488","ILMN_1730047","C10orf141"
"3489","ILMN_2071682","C10orf141"
"3490","ILMN_1784633","CHRNG"
"3491","ILMN_1672049","LOC387895"
"3492","ILMN_1712019","ANKRD17"
"3493","ILMN_2406335","ANKRD17"
"3494","ILMN_1804886","HTR1D"
"3495","ILMN_1851589",""
"3496","ILMN_1751589","NUDCD2"
"3497","ILMN_2048822","NUDCD2"
"3498","ILMN_2201668","SLC19A2"
"3499","ILMN_1906011",""
"3500","ILMN_2051113","MYH1"
"3501","ILMN_1786759","C11orf10"
"3502","ILMN_1706077","DEFB125"
"3503","ILMN_1685930","DNAJC24"
"3504","ILMN_1698379","LOC653935"
"3505","ILMN_1873009",""
"3506","ILMN_1868597",""
"3507","ILMN_1810486","RAB34"
"3508","ILMN_2126408","UNKL"
"3509","ILMN_1797704","LOC729252"
"3510","ILMN_1830196",""
"3511","ILMN_2352401","ERBB2IP"
"3512","ILMN_1823733",""
"3513","ILMN_1781184","MYBPC3"
"3514","ILMN_1668986","PRELID2"
"3515","ILMN_1889732",""
"3516","ILMN_1785175","SWAP70"
"3517","ILMN_1657002","OR51B5"
"3518","ILMN_2063446","OR51B5"
"3519","ILMN_1900344",""
"3520","ILMN_1671225","GPR61"
"3521","ILMN_1704222","C1orf27"
"3522","ILMN_1915294",""
"3523","ILMN_1764797","GLRA1"
"3524","ILMN_1896637",""
"3525","ILMN_1807101","F11"
"3526","ILMN_1764061","F11"
"3527","ILMN_1912184",""
"3528","ILMN_1719934","FOXE3"
"3529","ILMN_1815599","FOXE3"
"3530","ILMN_1882463",""
"3531","ILMN_1876157",""
"3532","ILMN_1684450","UBASH3A"
"3533","ILMN_1856382",""
"3534","ILMN_2137382","LOC728621"
"3535","ILMN_1685534","PILRB"
"3536","ILMN_1748908","PROSC"
"3537","ILMN_1670139","TEX28"
"3538","ILMN_1815949","SLC24A4"
"3539","ILMN_1675391","SLC24A4"
"3540","ILMN_1856495",""
"3541","ILMN_2330213","CUX1"
"3542","ILMN_1820887",""
"3543","ILMN_1914080",""
"3544","ILMN_1900092",""
"3545","ILMN_2218024","HBS1L"
"3546","ILMN_1693826","HAVCR2"
"3547","ILMN_1913053",""
"3548","ILMN_1683597","LOC652071"
"3549","ILMN_1853791",""
"3550","ILMN_1711368","TRAPPC9"
"3551","ILMN_1879016",""
"3552","ILMN_1771149","MRPL19"
"3553","ILMN_1782275","P2RY6"
"3554","ILMN_1899147",""
"3555","ILMN_1914013",""
"3556","ILMN_2385239","PBRM1"
"3557","ILMN_1659470","PBRM1"
"3558","ILMN_1723822","PBRM1"
"3559","ILMN_1683990","C1orf89"
"3560","ILMN_1818224",""
"3561","ILMN_1781207","FYN"
"3562","ILMN_1686555","FYN"
"3563","ILMN_1771179","CYB561"
"3564","ILMN_1679721","CYB561"
"3565","ILMN_1723662","ABHD2"
"3566","ILMN_2403446","ABHD2"
"3567","ILMN_1684987","LOC646026"
"3568","ILMN_1651610","LOC730525"
"3569","ILMN_1653760","LOC651430"
"3570","ILMN_1865950",""
"3571","ILMN_1755519","C4orf11"
"3572","ILMN_1878830",""
"3573","ILMN_1677637","BDH1"
"3574","ILMN_2064606","TBC1D2B"
"3575","ILMN_1842305",""
"3576","ILMN_1786838","LOC285500"
"3577","ILMN_1838791","C10orf76"
"3578","ILMN_1792110","C10orf76"
"3579","ILMN_2336186","LCMT1"
"3580","ILMN_1698291","LOC388885"
"3581","ILMN_1792712","LOC201725"
"3582","ILMN_1716592","ABCG5"
"3583","ILMN_1799076","SIX3"
"3584","ILMN_1859657",""
"3585","ILMN_2405680","CRB3"
"3586","ILMN_1669605","LOC646609"
"3587","ILMN_1815169","MCM5"
"3588","ILMN_2153280","KIAA0090"
"3589","ILMN_1801216","S100P"
"3590","ILMN_1657378","FLJ42842"
"3591","ILMN_1812441","C17orf63"
"3592","ILMN_1887619",""
"3593","ILMN_2199768","SLITRK4"
"3594","ILMN_1679771","LOC388969"
"3595","ILMN_1656767","LOC647946"
"3596","ILMN_1906579",""
"3597","ILMN_1665873","DST"
"3598","ILMN_1705330","LOC648863"
"3599","ILMN_1808463","SPANXN4"
"3600","ILMN_1900615",""
"3601","ILMN_1875056",""
"3602","ILMN_1764231","LMO3"
"3603","ILMN_1813295","LMO3"
"3604","ILMN_1861556",""
"3605","ILMN_1656720","LOC391771"
"3606","ILMN_1787063","LOC389199"
"3607","ILMN_1864746",""
"3608","ILMN_1867705",""
"3609","ILMN_1793305","GRXCR1"
"3610","ILMN_1725338","CLDN23"
"3611","ILMN_2391976","SLC45A4"
"3612","ILMN_1888074",""
"3613","ILMN_2394571","FBXW11"
"3614","ILMN_2394576","FBXW11"
"3615","ILMN_1706548","SPTBN4"
"3616","ILMN_1669335","RUNX1"
"3617","ILMN_1912858",""
"3618","ILMN_1690463","LOC647850"
"3619","ILMN_1741281","RNF175"
"3620","ILMN_1861657",""
"3621","ILMN_1832151",""
"3622","ILMN_1729304","LOC653886"
"3623","ILMN_1750262","LOC649025"
"3624","ILMN_1859439",""
"3625","ILMN_1863253",""
"3626","ILMN_1652649","LOC643722"
"3627","ILMN_1834456",""
"3628","ILMN_1693717","RPH3AL"
"3629","ILMN_2398664","RNF34"
"3630","ILMN_1786039","RNF34"
"3631","ILMN_1797684","PDCD2"
"3632","ILMN_2121389","ACOT1"
"3633","ILMN_1715543","ACOT1"
"3634","ILMN_1808903","CNIH2"
"3635","ILMN_1686750","MGEA5"
"3636","ILMN_1684205","CIB1"
"3637","ILMN_1880553",""
"3638","ILMN_1765021","TOP3B"
"3639","ILMN_1886122",""
"3640","ILMN_1853531",""
"3641","ILMN_1773561","RAP2C"
"3642","ILMN_1778132","C2CD2L"
"3643","ILMN_1911424",""
"3644","ILMN_1784294","CPA4"
"3645","ILMN_1727920","C20orf117"
"3646","ILMN_1898552",""
"3647","ILMN_1783852","CD164"
"3648","ILMN_2215631","OTUD6B"
"3649","ILMN_1772703","OTUD6B"
"3650","ILMN_2115777","SLC16A11"
"3651","ILMN_1675657","LOC650212"
"3652","ILMN_1849117",""
"3653","ILMN_1899327",""
"3654","ILMN_1691173","ATG4B"
"3655","ILMN_1677239","CCDC14"
"3656","ILMN_1707386","LOC730919"
"3657","ILMN_2175124","DAZ1"
"3658","ILMN_1667330","LOC113386"
"3659","ILMN_1899351",""
"3660","ILMN_1775753","FBXW2"
"3661","ILMN_1689578","TLR3"
"3662","ILMN_2155708","TLR3"
"3663","ILMN_1856582",""
"3664","ILMN_1693788","ZNF432"
"3665","ILMN_1757795","OR52K1"
"3666","ILMN_1701195","PLA2G7"
"3667","ILMN_1675939","IFNGR1"
"3668","ILMN_2135339","C3orf70"
"3669","ILMN_1702965","PDE6H"
"3670","ILMN_1731862","ITIH5"
"3671","ILMN_1789384","QSOX2"
"3672","ILMN_1820787",""
"3673","ILMN_1800914","FLJ40194"
"3674","ILMN_2072603","MRPL14"
"3675","ILMN_2049727","C20orf111"
"3676","ILMN_1770854","LOC391124"
"3677","ILMN_2227968","NTHL1"
"3678","ILMN_1911270",""
"3679","ILMN_1675406","PPAPDC1B"
"3680","ILMN_1780923","LOC642433"
"3681","ILMN_1872266",""
"3682","ILMN_1829253",""
"3683","ILMN_1856342",""
"3684","ILMN_1866868",""
"3685","ILMN_1838256",""
"3686","ILMN_1878835",""
"3687","ILMN_1874463",""
"3688","ILMN_1860820",""
"3689","ILMN_1727539","PGA3"
"3690","ILMN_2163324","PGA3"
"3691","ILMN_1677711","PGA3"
"3692","ILMN_1687842","PGA3"
"3693","ILMN_1857592",""
"3694","ILMN_2145050","POM121"
"3695","ILMN_1654466","PLAC4"
"3696","ILMN_1801119","BCL2"
"3697","ILMN_2246956","BCL2"
"3698","ILMN_1854625",""
"3699","ILMN_2382121","OCRL"
"3700","ILMN_2175112","KCNS3"
"3701","ILMN_2175114","KCNS3"
"3702","ILMN_1906815",""
"3703","ILMN_1666885","ATRX"
"3704","ILMN_1890179",""
"3705","ILMN_2289825","ARPP-21"
"3706","ILMN_1754501","LOC339804"
"3707","ILMN_1773927","C12orf61"
"3708","ILMN_2348194","OLA1"
"3709","ILMN_1880422",""
"3710","ILMN_1855034",""
"3711","ILMN_1888474",""
"3712","ILMN_2190684","CRYBG3"
"3713","ILMN_1670322","FCHO2"
"3714","ILMN_1782222","KIAA1033"
"3715","ILMN_1757072","LOC642489"
"3716","ILMN_1708903","LOC643278"
"3717","ILMN_1887484",""
"3718","ILMN_1685663","CYP24A1"
"3719","ILMN_1715991","SDPR"
"3720","ILMN_1909054",""
"3721","ILMN_1658415","LOC650185"
"3722","ILMN_1827297",""
"3723","ILMN_1656817","LOC648240"
"3724","ILMN_1875471",""
"3725","ILMN_1711374","ADAM11"
"3726","ILMN_1877378",""
"3727","ILMN_1678052","C19orf24"
"3728","ILMN_1740490","ZFP82"
"3729","ILMN_1761042","OR5M9"
"3730","ILMN_1688611","LOC730109"
"3731","ILMN_1686889","C6orf225"
"3732","ILMN_1773964","H1FX"
"3733","ILMN_1826717",""
"3734","ILMN_1895529",""
"3735","ILMN_1771043","CBFA2T3"
"3736","ILMN_1790099","LOC652437"
"3737","ILMN_1735658","RTTN"
"3738","ILMN_1794823","ZNF626"
"3739","ILMN_1705019","GDNF"
"3740","ILMN_1749838","MZF1"
"3741","ILMN_1670816","MZF1"
"3742","ILMN_1789609","LOC139046"
"3743","ILMN_1718477","UPK3A"
"3744","ILMN_1652577","USP32"
"3745","ILMN_2323848","PARD6A"
"3746","ILMN_1672000","LOC642460"
"3747","ILMN_1690386","CSRP2BP"
"3748","ILMN_1736951","CEP97"
"3749","ILMN_2339779","ATP6V1E1"
"3750","ILMN_1798485","ATP6V1E1"
"3751","ILMN_1909516",""
"3752","ILMN_1800031","C19orf15"
"3753","ILMN_1806967","LOC651923"
"3754","ILMN_1662155","PRKCZ"
"3755","ILMN_1741391","RALGAPA1"
"3756","ILMN_1711310","LOC645141"
"3757","ILMN_1916352",""
"3758","ILMN_1806635","C1orf140"
"3759","ILMN_1819226",""
"3760","ILMN_1763999","LOC441282"
"3761","ILMN_1700382","HOXA1"
"3762","ILMN_1911062",""
"3763","ILMN_1808149","LOC653582"
"3764","ILMN_1813028","CBX5"
"3765","ILMN_1758084","TXNL2"
"3766","ILMN_1804861","LOC643854"
"3767","ILMN_1907221",""
"3768","ILMN_2066124","AFG3L2"
"3769","ILMN_1715745","MCART6"
"3770","ILMN_1764814","LOC648801"
"3771","ILMN_1714028","KRTAP12-3"
"3772","ILMN_1766045","SH3GLB1"
"3773","ILMN_1864001",""
"3774","ILMN_1831826",""
"3775","ILMN_1793300","LOC391475"
"3776","ILMN_1845369",""
"3777","ILMN_1898114",""
"3778","ILMN_1669851","STAG3L4"
"3779","ILMN_1700344","KRT126P"
"3780","ILMN_1815326","CCDC68"
"3781","ILMN_2203876","CCDC68"
"3782","ILMN_1911341",""
"3783","ILMN_1906251",""
"3784","ILMN_1722484","LOC390760"
"3785","ILMN_1678707","TAF15"
"3786","ILMN_1691966","FLJ35934"
"3787","ILMN_1653787","LOC341604"
"3788","ILMN_1694738","LOC643227"
"3789","ILMN_1657044","STARD6"
"3790","ILMN_2396691","AKAP9"
"3791","ILMN_1852441",""
"3792","ILMN_1794875","AGPAT9"
"3793","ILMN_1873325",""
"3794","ILMN_1844728",""
"3795","ILMN_1774884","C8orf49"
"3796","ILMN_1713401","LOC646607"
"3797","ILMN_1745817","NELL1"
"3798","ILMN_1663948","FRMD4B"
"3799","ILMN_1849653",""
"3800","ILMN_1767662","LASS6"
"3801","ILMN_1854819",""
"3802","ILMN_2194882","LCORL"
"3803","ILMN_1803564","YIPF1"
"3804","ILMN_2052163","YIPF1"
"3805","ILMN_1760493","LIMS2"
"3806","ILMN_2351902","SMN1"
"3807","ILMN_2351893","SMN1"
"3808","ILMN_1724236","FUT7"
"3809","ILMN_1655659","LOC203510"
"3810","ILMN_1651848","ITSN1"
"3811","ILMN_1672741","ITSN1"
"3812","ILMN_1890832",""
"3813","ILMN_1744472","LOC652633"
"3814","ILMN_2187830","CCNH"
"3815","ILMN_1742250","CCNH"
"3816","ILMN_1853040",""
"3817","ILMN_1696713","POLA2"
"3818","ILMN_1660552","BMP5"
"3819","ILMN_1839895",""
"3820","ILMN_1737211","ZNF585A"
"3821","ILMN_1870214",""
"3822","ILMN_1710536","TMEM200C"
"3823","ILMN_2236726","TMEM200C"
"3824","ILMN_1817147",""
"3825","ILMN_1816781",""
"3826","ILMN_1883624",""
"3827","ILMN_1653573","LOC644846"
"3828","ILMN_1671076","BAI3"
"3829","ILMN_1871959",""
"3830","ILMN_1853726",""
"3831","ILMN_1829330",""
"3832","ILMN_1666777","SHOX2"
"3833","ILMN_1702979","SHOX2"
"3834","ILMN_1702780","LOC391276"
"3835","ILMN_1674699","LOC650239"
"3836","ILMN_1692080","ANKH"
"3837","ILMN_1763901","DSCR8"
"3838","ILMN_1836486",""
"3839","ILMN_1841246",""
"3840","ILMN_1868464",""
"3841","ILMN_2137312","KCNJ5"
"3842","ILMN_1663399","TIMP4"
"3843","ILMN_1818401",""
"3844","ILMN_1665100","PTGS1"
"3845","ILMN_1846070",""
"3846","ILMN_1844993",""
"3847","ILMN_1850238",""
"3848","ILMN_1848174",""
"3849","ILMN_1754235","SLC35C2"
"3850","ILMN_1797604","CAP1"
"3851","ILMN_1888988",""
"3852","ILMN_2106265","GDPD1"
"3853","ILMN_1868017",""
"3854","ILMN_1662147","MANEAL"
"3855","ILMN_1709605","MANEAL"
"3856","ILMN_1797522","DUSP3"
"3857","ILMN_1795467","LOC399715"
"3858","ILMN_1683054","LOC401242"
"3859","ILMN_1759003","SNX12"
"3860","ILMN_1874026",""
"3861","ILMN_1703622","PPIB"
"3862","ILMN_1767892","DUSP12"
"3863","ILMN_1803911","IIP45"
"3864","ILMN_1847049",""
"3865","ILMN_1674985","TMEM51"
"3866","ILMN_2350301","PRB1"
"3867","ILMN_1672828","PRB1"
"3868","ILMN_2097421","MRPL51"
"3869","ILMN_1709204","CLEC4A"
"3870","ILMN_2284744","HNMT"
"3871","ILMN_1806242","PSD"
"3872","ILMN_1864325",""
"3873","ILMN_1864064",""
"3874","ILMN_1853656",""
"3875","ILMN_1722620","LOC644973"
"3876","ILMN_1907324",""
"3877","ILMN_1682100","IGSF10"
"3878","ILMN_1902658",""
"3879","ILMN_1851713",""
"3880","ILMN_1733674","LOC653103"
"3881","ILMN_1904596",""
"3882","ILMN_1669057","LOC642921"
"3883","ILMN_1666694","LOC648217"
"3884","ILMN_2337880","NRG2"
"3885","ILMN_1881420",""
"3886","ILMN_1815977",""
"3887","ILMN_1768913","TSN"
"3888","ILMN_1712718","BPNT1"
"3889","ILMN_1698749","QKI"
"3890","ILMN_1723874","MRPS6"
"3891","ILMN_1727153","LOC390414"
"3892","ILMN_1872102",""
"3893","ILMN_1829209",""
"3894","ILMN_1893336",""
"3895","ILMN_1663252","LOC644099"
"3896","ILMN_1725910","CNTFR"
"3897","ILMN_1810652","LMBRD2"
"3898","ILMN_2075829","LMBRD2"
"3899","ILMN_1741462","FAHD1"
"3900","ILMN_1786989","NKX6-2"
"3901","ILMN_1732584","FLJ45455"
"3902","ILMN_1798582","GRB7"
"3903","ILMN_1740762","GRB7"
"3904","ILMN_2298577","TBX18"
"3905","ILMN_1808457","TBX18"
"3906","ILMN_1706818","THADA"
"3907","ILMN_1811624","THADA"
"3908","ILMN_1910169",""
"3909","ILMN_1653904","TXNRD2"
"3910","ILMN_1780699","THAP11"
"3911","ILMN_1814562","OR10G7"
"3912","ILMN_1687023","GJC1"
"3913","ILMN_1789950","C20orf166"
"3914","ILMN_1774705","TCEB3B"
"3915","ILMN_1731816","LOC653781"
"3916","ILMN_1755318","HIST1H2AJ"
"3917","ILMN_1814208","MDM2"
"3918","ILMN_1736829","MDM2"
"3919","ILMN_1904968",""
"3920","ILMN_1892027",""
"3921","ILMN_1763875","ABCF1"
"3922","ILMN_2392635","ABCF1"
"3923","ILMN_1681927","HDGF2"
"3924","ILMN_2325978","HDGF2"
"3925","ILMN_1870916",""
"3926","ILMN_1783427","LOC641975"
"3927","ILMN_1728858","EGFR"
"3928","ILMN_1700766","ZNF324B"
"3929","ILMN_2325056","SLC29A4"
"3930","ILMN_1701111","RP5-1022P6.2"
"3931","ILMN_1769925","C2CD4A"
"3932","ILMN_1725726","DHRS2"
"3933","ILMN_2384857","DHRS2"
"3934","ILMN_2387860","CYP19A1"
"3935","ILMN_1705676","MRAP"
"3936","ILMN_1678833","CCR1"
"3937","ILMN_2319292","PAX8"
"3938","ILMN_1870931",""
"3939","ILMN_1667575","IL31RA"
"3940","ILMN_2057573","FAM62B"
"3941","ILMN_1849039",""
"3942","ILMN_1836495",""
"3943","ILMN_1698019","LGMN"
"3944","ILMN_1697220","NT5E"
"3945","ILMN_1896169",""
"3946","ILMN_1737631","PAQR6"
"3947","ILMN_1689852","PAQR6"
"3948","ILMN_1782950","LOC652769"
"3949","ILMN_1670570","MXI1"
"3950","ILMN_1776602","RNASE4"
"3951","ILMN_2239408","RNASE4"
"3952","ILMN_1802669","PPP3CB"
"3953","ILMN_1789106","IPP"
"3954","ILMN_1676706","LOC649092"
"3955","ILMN_1729476","PROL1"
"3956","ILMN_1712137","LOC642712"
"3957","ILMN_1907681",""
"3958","ILMN_1661010","ZMAT1"
"3959","ILMN_1702609","B3GNT5"
"3960","ILMN_2407464","FASTK"
"3961","ILMN_1664098","FASTK"
"3962","ILMN_1817062",""
"3963","ILMN_1862864",""
"3964","ILMN_1651403","LOC642161"
"3965","ILMN_1701468","HGFAC"
"3966","ILMN_1830241",""
"3967","ILMN_1912128",""
"3968","ILMN_1732039","DDX3Y"
"3969","ILMN_1907499",""
"3970","ILMN_1912883",""
"3971","ILMN_1652578","TSHB"
"3972","ILMN_2209221","DMRT1"
"3973","ILMN_1670640","ZNF664"
"3974","ILMN_1762990","KIAA0141"
"3975","ILMN_1790352","PIGZ"
"3976","ILMN_1664168","SLC25A11"
"3977","ILMN_1756595","SH3TC1"
"3978","ILMN_2247868","NFKB2"
"3979","ILMN_1685124","TCTN1"
"3980","ILMN_1896149",""
"3981","ILMN_1665117","C6orf89"
"3982","ILMN_1693454","ZNF452"
"3983","ILMN_2229610","ZNF568"
"3984","ILMN_1684591","ZNF434"
"3985","ILMN_1760011","GTF2IRD2B"
"3986","ILMN_2180997","GTF2IRD2B"
"3987","ILMN_1680501","GTF2IRD2B"
"3988","ILMN_1796497","PIP3-E"
"3989","ILMN_1710284","HES1"
"3990","ILMN_1667224","SLAMF8"
"3991","ILMN_1679267","TGM2"
"3992","ILMN_1797236","TGM2"
"3993","ILMN_1914384",""
"3994","ILMN_1655086","BNC1"
"3995","ILMN_1674988","ANAPC11"
"3996","ILMN_1890256",""
"3997","ILMN_1737640","CSAG1"
"3998","ILMN_1913304",""
"3999","ILMN_1708631","LOC644819"
"4000","ILMN_1771861","LOC642250"
"4001","ILMN_1774256","PRSS21"
"4002","ILMN_1894309",""
"4003","ILMN_1774344","ABCC13"
"4004","ILMN_1672174","ECE1"
"4005","ILMN_1736619","PHOX2B"
"4006","ILMN_2233783","CD38"
"4007","ILMN_2218648","RAG1AP1"
"4008","ILMN_1900888",""
"4009","ILMN_1768072","LOC642335"
"4010","ILMN_1850114",""
"4011","ILMN_1794085","SAPS1"
"4012","ILMN_1748157","EIF2B4"
"4013","ILMN_1778743","SMPX"
"4014","ILMN_2162603","SMPX"
"4015","ILMN_1831792",""
"4016","ILMN_2380839","SNRNP70"
"4017","ILMN_1732053","SNRNP70"
"4018","ILMN_1786186","GGTL3"
"4019","ILMN_1776861","HAP1"
"4020","ILMN_1714466","LOC649712"
"4021","ILMN_1713285","NAPA"
"4022","ILMN_1862356",""
"4023","ILMN_1878533",""
"4024","ILMN_1900343",""
"4025","ILMN_1881191",""
"4026","ILMN_1789692","MARK2"
"4027","ILMN_1719256","CKS1B"
"4028","ILMN_2041046","CKS1B"
"4029","ILMN_1651913","LOC651357"
"4030","ILMN_1708432","PLCB1"
"4031","ILMN_1662302","IL28A"
"4032","ILMN_2383300","PTPRU"
"4033","ILMN_1894839",""
"4034","ILMN_1686884","IL1RAP"
"4035","ILMN_1693471","KLHL35"
"4036","ILMN_1706056","ENTPD8"
"4037","ILMN_1902191",""
"4038","ILMN_1682487","GPR133"
"4039","ILMN_1666939","LOC654123"
"4040","ILMN_1897655",""
"4041","ILMN_1808923","LOC728403"
"4042","ILMN_1786920","JARID1A"
"4043","ILMN_1656992","NLRP10"
"4044","ILMN_1804663","THBS3"
"4045","ILMN_1813243","ANAPC2"
"4046","ILMN_1888834",""
"4047","ILMN_1675015","MAGEB5"
"4048","ILMN_1654792","C8orf15"
"4049","ILMN_1839507",""
"4050","ILMN_2112357","CD300LF"
"4051","ILMN_1914284",""
"4052","ILMN_1816070",""
"4053","ILMN_1842533",""
"4054","ILMN_1825529",""
"4055","ILMN_2347805","EXOC1"
"4056","ILMN_2347807","EXOC1"
"4057","ILMN_1877514",""
"4058","ILMN_1853711",""
"4059","ILMN_1889229",""
"4060","ILMN_1685682","PCNA"
"4061","ILMN_2222443","KLRK1"
"4062","ILMN_1819251",""
"4063","ILMN_1664994","MINPP1"
"4064","ILMN_1901811",""
"4065","ILMN_1671045","LOC439992"
"4066","ILMN_1716384","ATL2"
"4067","ILMN_1859263",""
"4068","ILMN_1750188","LAT"
"4069","ILMN_1740864","TREML2"
"4070","ILMN_2044293","KBTBD7"
"4071","ILMN_1842140",""
"4072","ILMN_1850443",""
"4073","ILMN_1806520","C5orf48"
"4074","ILMN_1771689","EXD2"
"4075","ILMN_1758606","CCNY"
"4076","ILMN_1665723","C20orf194"
"4077","ILMN_1808657","FMO3"
"4078","ILMN_1888493",""
"4079","ILMN_1702663","LOC649679"
"4080","ILMN_1858571",""
"4081","ILMN_1898414",""
"4082","ILMN_1653821","ADRA1A"
"4083","ILMN_2212156","PPIG"
"4084","ILMN_1807611","PPIG"
"4085","ILMN_1697301","ST8SIA3"
"4086","ILMN_1855910","ST8SIA3"
"4087","ILMN_1847207",""
"4088","ILMN_1698318","LGALS14"
"4089","ILMN_2397223","LGALS14"
"4090","ILMN_1731049","MGAT5"
"4091","ILMN_1730191","AKR1C2"
"4092","ILMN_1798728","C19orf2"
"4093","ILMN_2406892","C19orf2"
"4094","ILMN_1724946","SPINT1"
"4095","ILMN_2375992","SPINT1"
"4096","ILMN_1856649",""
"4097","ILMN_1830209",""
"4098","ILMN_2198878","INPP4B"
"4099","ILMN_1698512","LOC730063"
"4100","ILMN_1839472",""
"4101","ILMN_1703314","KLHL36"
"4102","ILMN_2147920","BP75"
"4103","ILMN_2135175","SNORD36A"
"4104","ILMN_1661593","FAM18B"
"4105","ILMN_1751492","FAM18B"
"4106","ILMN_2412046","TRIM54"
"4107","ILMN_1784166","C7orf28A"
"4108","ILMN_1700031","PRAME"
"4109","ILMN_2306033","PRAME"
"4110","ILMN_1765833","SLC9A3R2"
"4111","ILMN_1798166","PMS2CL"
"4112","ILMN_1789394","CATSPER1"
"4113","ILMN_1769264","MCCC2"
"4114","ILMN_1915123",""
"4115","ILMN_1657361","CBX7"
"4116","ILMN_1825773",""
"4117","ILMN_2317186","ANK1"
"4118","ILMN_1903242",""
"4119","ILMN_1755222","C9orf82"
"4120","ILMN_1663866","TGFBI"
"4121","ILMN_1678054","TRIM21"
"4122","ILMN_1732296","ID3"
"4123","ILMN_1897635",""
"4124","ILMN_1741300","ZNF407"
"4125","ILMN_1753856","ZNF407"
"4126","ILMN_1895850",""
"4127","ILMN_1652729","ANK2"
"4128","ILMN_1903133",""
"4129","ILMN_1782181","SYT7"
"4130","ILMN_1856165",""
"4131","ILMN_1911419",""
"4132","ILMN_1863962",""
"4133","ILMN_1732049","DPM2"
"4134","ILMN_1816053",""
"4135","ILMN_1734740","GPR65"
"4136","ILMN_2232121","GPR65"
"4137","ILMN_1654588","LOC644577"
"4138","ILMN_1703034","MAGEB10"
"4139","ILMN_2413816","GRB14"
"4140","ILMN_1700037","GRB14"
"4141","ILMN_1793832","GRB14"
"4142","ILMN_1793049","BPESC1"
"4143","ILMN_1819915",""
"4144","ILMN_1834850",""
"4145","ILMN_1805614","RORA"
"4146","ILMN_1909589",""
"4147","ILMN_1785379","ZNF8"
"4148","ILMN_2398939","MBP"
"4149","ILMN_1725186","LOC730145"
"4150","ILMN_1782761","ARHGAP20"
"4151","ILMN_1773797","LOC652615"
"4152","ILMN_1903713",""
"4153","ILMN_1730984","OR4C13"
"4154","ILMN_1692352","IRAK4"
"4155","ILMN_1913918",""
"4156","ILMN_1711385","LOC400019"
"4157","ILMN_1767193","CR1"
"4158","ILMN_1742601","CR1"
"4159","ILMN_1711615","LOC651012"
"4160","ILMN_1697200","MON2"
"4161","ILMN_1668359","LOC642815"
"4162","ILMN_1797295","PASD1"
"4163","ILMN_1897267",""
"4164","ILMN_2175894","HNRPR"
"4165","ILMN_2081682","SMAP2"
"4166","ILMN_1781468","SMAP2"
"4167","ILMN_1709395","LOC647955"
"4168","ILMN_1690356","LOC647585"
"4169","ILMN_1911026",""
"4170","ILMN_1763467","LY6G5C"
"4171","ILMN_2413964","GABRG2"
"4172","ILMN_1781762","LOC388080"
"4173","ILMN_1782851","TAPBP"
"4174","ILMN_2297511","PODXL"
"4175","ILMN_2413158","PODXL"
"4176","ILMN_1680828","KRT27"
"4177","ILMN_1811648","DCAKD"
"4178","ILMN_1901394",""
"4179","ILMN_1706709","ZNF571"
"4180","ILMN_2125084","TMEM196"
"4181","ILMN_1801454","GJB7"
